2.48507061632e-06,4.73468870585e-05,0.000149913428171
43730.9421274,17567487.1355,50108996.9787
60529.7567273,202848452.362,68930892.7399
4.02026442813e-09,3.56749305985e-06,6.36500994863e-06
979.313635461,404799838.818,9434558.73042
3965.6998776,200734084.025,100551119.538
1.83578203116e-09,1.52871392491e-06,5.19883459043e-06
0.76482260956,4073605200.64,125654.332723
1.969268256,472543627763.0,56339758.0311
3.38992645912e-09,9.78770472443e-07,4.77601797222e-07
4782.52853834,356859.338964,919022.425903
5442.92044483,590229.749338,919388.007421
2.67998611283e-10,6.2772763476e-09,2.02074147781e-08
0.0467612723936,1.14875739913,3.58926856351
492434.249234,2442579.13195,6462873.14873
9.5450192066e-09,3.04336229269e-06,6.52719629032e-06
4106.88498023,405758.285745,617817.020425
4175.61872531,522821.322518,608021.927547
5.48330750195e-09,4.98777398948e-06,1.28313880509e-05
280.629327034,13321.9869634,26738.4400771
295.199452397,30698.3181675,27728.6794743
8.16872519454e-13,9.29950837509e-12,2.52319992438e-11
0.910214971235,1.89988747819,3.37870403254
-814551.301047,-9174378.53927,1.19282068032
6.86865091997e-09,2.7799851628e-07,1.0457015629e-06,Factory farming
0.000871076512828,2449812.89935,889.895390232,GPR
0.00237064345243,6.43822230506e+12,383398.193664,GPR
